OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
9240,GO-20161659568,9/7/2016 4:00:00 AM,2016,September,Wednesday,7,251,14,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,7,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GARY FISHER,MONONA,OT,21,SIL,1500,STOLEN,THEFT UNDER - BICYCLE,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.4186797121052,43.7183888688519,-8840846.98501392,5421965.13569418
9241,GO-20169010667,9/5/2016 4:00:00 AM,2016,September,Monday,5,249,12,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,21,D51,"Apartment (Rooming House, Condo)",Apartment,TR,FUEL 8,MT,10,GRY,3500,STOLEN,THEFT UNDER - BICYCLE,NSA,NSA,NSA,NSA,0,0,6.32778044253391E-09,5.6649236412909E-09
9242,GO-20169010636,8/29/2016 4:00:00 AM,2016,August,Monday,29,242,12,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,13,D52,"Apartment (Rooming House, Condo)",Apartment,OT,PAVE LITE,RG,24,BLK,1000,STOLEN,THEFT UNDER,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3746826474322,43.6419518810555,-8835949.25414173,5410199.57253016
9243,GO-20169010644,9/17/2016 4:00:00 AM,2016,September,Saturday,17,261,23,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,13,D53,"Apartment (Rooming House, Condo)",Apartment,OT,UNO,RG,1,BLU,760,STOLEN,THEFT UNDER - BICYCLE,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.387842949732,43.6728683130903,-8837414.25237037,5414956.57921258
9244,GO-20169010643,9/17/2016 4:00:00 AM,2016,September,Saturday,17,261,23,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,14,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,,RC,10,BLK,250,STOLEN,THEFT UNDER,063,The Beaches (63),063,The Beaches (63),-79.2841377554701,43.6733612449403,-8825869.84287035,5415032.44483244
9245,GO-20169010651,9/17/2016 4:00:00 AM,2016,September,Saturday,17,261,14,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,17,D55,Bar / Restaurant,Commercial,UK,,RC,10,BLK,200,STOLEN,THEFT UNDER,063,The Beaches (63),063,The Beaches (63),-79.3057916359695,43.6687556084134,-8828280.34187697,5414323.62995707
9246,GO-20169010666,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,13,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,20,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,KO,HOSS,MT,9,BLU,900,STOLEN,THEFT UNDER,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3768282460017,43.6411486800789,-8836188.10112985,5410076.01934599
9247,GO-20169010669,9/16/2016 4:00:00 AM,2016,September,Friday,16,260,7,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,22,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,,RG,18,BLU,500,STOLEN,THEFT UNDER,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3774479455886,43.6420757811794,-8836257.08581829,5410218.63171664
9248,GO-20161662211,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,8,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,17,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OTHER,TRACK55,OT,1,BLK,,RECOVERED,THEFT UNDER - BICYCLE,163,Fort York-Liberty Village (163),082,Niagara (82),-79.4068283310559,43.6363872763246,-8839527.69531581,5409343.62560661
9249,GO-20169010622,9/15/2016 4:00:00 AM,2016,September,Thursday,15,259,10,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,2,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KO,2016 KONA DEW,RG,24,BLK,600,STOLEN,THEFT UNDER,070,South Riverdale (70),070,South Riverdale (70),-79.3408525882259,43.6664367346822,-8832183.30920034,5413966.77229209
9250,GO-20169010634,9/4/2016 4:00:00 AM,2016,September,Sunday,4,248,12,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,12,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,KO,PADDY WAGON,TO,1,BLK,700,STOLEN,THEFT UNDER,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.428498224045,43.6589729075762,-8841939.97677011,5412818.23726714
9251,GO-20169010622,9/15/2016 4:00:00 AM,2016,September,Thursday,15,259,10,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,2,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,2011 GIANT BOWE,RG,1,WHI,1500,STOLEN,THEFT UNDER,070,South Riverdale (70),070,South Riverdale (70),-79.3408525882259,43.6664367346822,-8832183.30920034,5413966.77229209
9252,GO-20161661686,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,12,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,16,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TREK,GIRLS,RG,7,PLEWHI,250,STOLEN,THEFT UNDER - BICYCLE,041,Bridle Path-Sunnybrook-York Mills (41),041,Bridle Path-Sunnybrook-York Mills (41),-79.3887227531268,43.7237815902278,-8837512.19159233,5422795.77674105
9253,GO-20169010622,9/15/2016 4:00:00 AM,2016,September,Thursday,15,259,10,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,2,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,2011 BOWERY,RG,1,WHI,1500,STOLEN,THEFT UNDER,070,South Riverdale (70),070,South Riverdale (70),-79.3408525882259,43.6664367346822,-8832183.30920034,5413966.77229209
9254,GO-20169010617,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,1,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,1,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,,OT,18,GRN,250,STOLEN,THEFT UNDER,063,The Beaches (63),063,The Beaches (63),-79.2957051451648,43.6686558242332,-8827157.51883496,5414308.2736424
9255,GO-20169010619,9/17/2016 4:00:00 AM,2016,September,Saturday,17,261,12,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,1,D52,Unknown,Other,UK,,RG,30,RED,0,STOLEN,THEFT UNDER,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3810046432175,43.6417547808585,-8836653.01551724,5410169.25327578
9256,GO-20169010622,9/15/2016 4:00:00 AM,2016,September,Thursday,15,259,10,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,2,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KO,2016 DEW,RG,24,BLK,600,STOLEN,THEFT UNDER,070,South Riverdale (70),070,South Riverdale (70),-79.3408525882259,43.6664367346822,-8832183.30920034,5413966.77229209
9257,GO-20169010626,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,5,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,7,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EM,,EL,72,WHI,750,STOLEN,THEFT OF EBIKE UNDER $5000,079,University (79),079,University (79),-79.4085382343445,43.6617834048543,-8839718.04084707,5413250.70028427
9258,GO-20161659918,9/17/2016 4:00:00 AM,2016,September,Saturday,17,261,23,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,9,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OTHER,,MT,8,BLU,1000,STOLEN,B&E,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4179047273638,43.6488153931378,-8840760.71407835,5411255.42639019
9259,GO-20161660409,9/15/2016 4:00:00 AM,2016,September,Thursday,15,259,9,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,11,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,DIAMONDBACK,COOPERHEAD,MT,21,WHI,750,STOLEN,THEFT UNDER,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4457321202746,43.6648954203102,-8843858.44529721,5413729.58276663
9260,GO-20169010625,9/15/2016 4:00:00 AM,2016,September,Thursday,15,259,9,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,8,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,YORKVILLE,RG,21,LBL,500,STOLEN,THEFT UNDER - BICYCLE,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3901076432996,43.6586796977835,-8837666.35684193,5412773.12097495
9261,GO-20169010628,9/17/2016 4:00:00 AM,2016,September,Saturday,17,261,11,9/18/2016 4:00:00 AM,2016,September,Sunday,18,262,10,D51,Universities / Colleges,Educational,CC,700C ORION,RG,30,OTH,420,STOLEN,THEFT UNDER - BICYCLE,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3813584464469,43.6573980965019,-8836692.40068704,5412575.92331134
9262,GO-20169010736,9/11/2016 4:00:00 AM,2016,September,Sunday,11,255,15,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,16,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,UK,WELLINGTON ROAD,RC,21,SIL,700,STOLEN,THEFT UNDER - BICYCLE,094,Wychwood (94),094,Wychwood (94),-79.4220870319028,43.6786765192528,-8841226.28614129,5415850.54159255
9263,GO-20169010742,7/15/2016 4:00:00 AM,2016,July,Friday,15,197,17,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,19,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,PE,10 SPEED,RC,10,BLK,0,STOLEN,THEFT UNDER - BICYCLE,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4136288318917,43.664606309015,-8840284.72362426,5413685.09279839
9264,GO-20169010702,9/15/2016 4:00:00 AM,2016,September,Thursday,15,259,21,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,12,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CC,NITRO XT,MT,21,BLK,180,STOLEN,THEFT UNDER - BICYCLE,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3956427347843,43.6400206791244,-8838282.52046487,5409902.50627091
9265,GO-20169010721,9/16/2016 4:00:00 AM,2016,September,Friday,16,260,15,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,15,D51,"Apartment (Rooming House, Condo)",Apartment,SU,CLASSIC CRUISER,RG,15,GRY,200,STOLEN,THEFT UNDER - BICYCLE,074,North St.James Town (74),074,North St.James Town (74),-79.3785675537814,43.6702444093481,-8836381.72001074,5414552.75285451
9266,GO-20169010701,9/16/2016 4:00:00 AM,2016,September,Friday,16,260,9,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,11,D32,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,RA,DETOUR 3.5,RG,21,BLU,110,STOLEN,THEFT UNDER - BICYCLE,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.4159903445941,43.7816329965267,-8840547.60604893,5431711.33953729
9267,GO-20161665788,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,9,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,9,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,ORYX,SHIMANO,MT,21,BLU,,UNKNOWN,PROPERTY - FOUND,143,West Rouge (143),131,Rouge (131),-79.1359335423257,43.7780445742546,-8809371.82534578,5431158.07173238
9268,GO-20169010694,7/22/2016 4:00:00 AM,2016,July,Friday,22,204,20,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,11,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,15SIRRUS,TO,27,BLK,579,STOLEN,THEFT UNDER - BICYCLE,073,Moss Park (73),073,Moss Park (73),-79.3656424567218,43.6567910958948,-8834942.90479425,5412482.52661722
9269,GO-20169010712,9/14/2016 4:00:00 AM,2016,September,Wednesday,14,258,1,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,14,D11,"Apartment (Rooming House, Condo)",Apartment,TR,NEKO SL WOMEN,RG,18,DBL,1200,STOLEN,THEFT UNDER - BICYCLE,086,Roncesvalles (86),086,Roncesvalles (86),-79.4441681186094,43.6399692904516,-8843684.3415023,5409894.60151205
9270,GO-20169010684,9/13/2016 4:00:00 AM,2016,September,Tuesday,13,257,16,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,8,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,,MT,21,WHI,1200,STOLEN,THEFT UNDER - BICYCLE,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3891655395931,43.6494536885573,-8837561.4824157,5411353.62529773
9271,GO-20169010731,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,17,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,17,D22,"Apartment (Rooming House, Condo)",Apartment,MA,,RG,12,SIL,220,STOLEN,THEFT UNDER - BICYCLE,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.53295729462,43.6441335629688,-8853568.30736257,5410535.18024765
9272,GO-20161668867,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,16,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,17,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CANNONDALE,BAD BOY 1,OT,0,BLK,,STOLEN,THEFT UNDER - BICYCLE,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.4000691333089,43.6444407835676,-8838775.26483628,5410582.44097329
9273,GO-20161667828,9/15/2016 4:00:00 AM,2016,September,Thursday,15,259,22,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,14,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GIANT,UNKNOWN,MT,11,BLK,800,STOLEN,THEFT UNDER - BICYCLE,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3882158466602,43.6668111059426,-8837455.76307453,5414024.38432905
9274,GO-20169010755,9/16/2016 4:00:00 AM,2016,September,Friday,16,260,22,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,23,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,,MT,21,,550,STOLEN,THEFT UNDER - BICYCLE,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4017703340345,43.6538804945925,-8838964.64166533,5412034.69778439
9275,GO-20169010746,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,8,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,21,D33,"Open Areas (Lakes, Parks, Rivers)",Outside,BL,,RG,18,SIL,1000,STOLEN,THEFT UNDER - BICYCLE,049,Bayview Woods-Steeles (49),049,Bayview Woods-Steeles (49),-79.372105189345,43.8005290071909,-8835662.33282962,5434625.29935787
9276,GO-20169010692,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,1,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,10,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,,RG,16,RED,200,STOLEN,THEFT UNDER - BICYCLE,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.4200883135616,43.7256346665911,-8841003.78987129,5423081.22353207
9277,GO-20161666196,9/3/2016 4:00:00 AM,2016,September,Saturday,3,247,18,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,10,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RALEIGH,MISCEO 2.0,OT,18,BLK,700,STOLEN,THEFT UNDER - BICYCLE,152,East Willowdale (152),051,Willowdale East (51),-79.412239653256,43.780093896193,-8840130.08092536,5431474.03484236
9278,GO-20161667262,8/1/2016 4:00:00 AM,2016,August,Monday,1,214,12,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,13,D14,"Apartment (Rooming House, Condo)",Apartment,SPECIALIZED,ROYBAIX,RG,21,BLKSIL,1200,STOLEN,B&E,162,West Queen West (162),082,Niagara (82),-79.4150070283297,43.6414323832981,-8840438.14370119,5410119.66005045
9279,GO-20161665977,9/11/2016 4:00:00 AM,2016,September,Sunday,11,255,15,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,10,D52,"Apartment (Rooming House, Condo)",Apartment,RALEIGH,,RG,21,SIL,70,STOLEN,THEFT UNDER - BICYCLE,079,University (79),079,University (79),-79.4015296396736,43.6671579095494,-8838937.84773182,5414077.75439482
9280,GO-20169010733,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,16,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,17,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,,MT,20,BLK,500,STOLEN,THEFT UNDER - BICYCLE,021,Humber Summit (21),021,Humber Summit (21),-79.5694347190869,43.7567271081001,-8857628.9556277,5427872.00091707
9281,GO-20161672052,9/13/2016 4:00:00 AM,2016,September,Tuesday,13,257,12,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,16,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,BTWIN ROCK RIDE,MT,27,BLK,500,STOLEN,THEFT UNDER - BICYCLE,134,Highland Creek (134),134,Highland Creek (134),-79.1845214962234,43.7862739913207,-8814780.61164374,5432426.94338111
9282,GO-20169010754,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,12,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,23,D43,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,CC,SL 2.0,MT,21,BLK,633,STOLEN,THEFT UNDER - BICYCLE,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.2246999497757,43.7578335992858,-8819253.25668388,5428042.53683357
9283,GO-20169010805,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,7,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,18,D32,Ttc Subway Station,Transit,OT,,RG,3,BLK,450,STOLEN,THEFT UNDER - BICYCLE,036,Newtonbrook West (36),036,Newtonbrook West (36),-79.4159903445941,43.7816329965267,-8840547.60604893,5431711.33953729
9284,GO-20161676482,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,9,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,19,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SPECIALIZED,,OT,21,REDBLK,800,STOLEN,THEFT UNDER - BICYCLE,162,West Queen West (162),082,Niagara (82),-79.4117415294182,43.6414658833073,-8840074.63001533,5410124.81321224
9285,GO-20169010781,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,1,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,13,D55,Bar / Restaurant,Commercial,PE,?,RC,1,GRN,1100,STOLEN,THEFT UNDER - BICYCLE,070,South Riverdale (70),070,South Riverdale (70),-79.3302047006149,43.6632532494312,-8830997.99184147,5413476.87943711
9286,GO-20169010817,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,18,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,21,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,TR,,RG,1,GRY,0,STOLEN,THEFT UNDER - BICYCLE,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3951501356816,43.6454480845518,-8838227.68459502,5410737.39879536
9287,GO-20161666937,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,8,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,7,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CCM,VANDAL,MT,21,RED,250,STOLEN,THEFT UNDER - BICYCLE,027,York University Heights (27),027,York University Heights (27),-79.4669164568278,43.7688473713894,-8846216.67490485,5429740.18639822
9288,GO-20169010816,9/16/2016 4:00:00 AM,2016,September,Friday,16,260,22,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,21,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,MYKA SPORT DISC,MT,8,BLK,750,STOLEN,THEFT UNDER - BICYCLE,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3845627472281,43.6649204040241,-8837049.10184271,5413733.42745007
9289,GO-20169010775,9/16/2016 4:00:00 AM,2016,September,Friday,16,260,10,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,11,D51,"Apartment (Rooming House, Condo)",Apartment,TR,LEXA SLX C52 SA,RC,12,WHI,1500,STOLEN,B&E,NSA,NSA,NSA,NSA,0,0,6.32778044253391E-09,5.6649236412909E-09
9290,GO-20161676643,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,17,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,19,D52,Universities / Colleges,Educational,SUPERCYCLE,SC1500,RG,0,BLKGRY,100,STOLEN,THEFT UNDER - BICYCLE,079,University (79),079,University (79),-79.3970158381526,43.6584965993835,-8838435.37359163,5412744.94760016
9291,GO-20169010794,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,10,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,15,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RA,RALEIGH MATTERH,MT,5,LBL,100,STOLEN,THEFT UNDER - BICYCLE,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.2840602581751,43.6808139410696,-8825861.21594377,5416179.54186779
9292,GO-20169010775,9/16/2016 4:00:00 AM,2016,September,Friday,16,260,10,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,11,D51,"Apartment (Rooming House, Condo)",Apartment,TR,2.3 C H2 56,RC,12,RED,1800,STOLEN,B&E,NSA,NSA,NSA,NSA,0,0,6.32778044253391E-09,5.6649236412909E-09
9293,GO-20169010781,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,1,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,13,D55,Bar / Restaurant,Commercial,PE,,RC,10,MRN,500,STOLEN,THEFT UNDER - BICYCLE,070,South Riverdale (70),070,South Riverdale (70),-79.3302047006149,43.6632532494312,-8830997.99184147,5413476.87943711
9294,GO-20161673181,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,9,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,15,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NORCO,MTN BIKE,MT,5,BLKGRN,900,STOLEN,THEFT UNDER - BICYCLE,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3809414494974,43.6657156048193,-8836645.98079334,5413855.79844768
9295,GO-20161675391,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,16,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,16,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SPECIALIZED,GLOBE,OT,0,GRN,600,STOLEN,THEFT UNDER - BICYCLE,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4305092261979,43.667442516716,-8842163.84048874,5414121.55312319
9296,GO-20161676102,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,20,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,20,D11,"Apartment (Rooming House, Condo)",Apartment,PEUGEOT,PARIS,OT,4,RED,,UNKNOWN,PROPERTY - FOUND,114,Lambton Baby Point (114),114,Lambton Baby Point (114),-79.5021524020291,43.6643046369674,-8850139.12235987,5413638.67010378
9297,GO-20169010768,9/19/2016 4:00:00 AM,2016,September,Monday,19,263,22,9/20/2016 4:00:00 AM,2016,September,Tuesday,20,264,10,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,NO,,RG,8,GRY,800,STOLEN,THEFT UNDER - BICYCLE,073,Moss Park (73),073,Moss Park (73),-79.3685260565488,43.662039301143,-8835263.9056779,5413290.07708571
